Ano;Homicídio Doloso por 100 mil habitantes;Furto por 100 mil habitantes;Roubo por 100 mil habitantes;Furto e Roubo de Veículo por 100 mil habitantes;Furto por 100 mil veículos;Roubo por 100 mil veículos;Furto e Roubo de Veículo por 100 mil veículos;Cidade;Regiao
2003;35;1651;381;338;877;148;1026;Tatu�;Sorocaba
2004;24;1516;260;262;631;128;759;Tatu�;Sorocaba
2005;23;1164;323;251;559;134;693;Tatu�;Sorocaba
2006;14;1382;283;214;441;117;559;Tatu�;Sorocaba
2007;8;1232;265;157;355;33;388;Tatu�;Sorocaba
2008;8;1165;232;160;314;54;369;Tatu�;Sorocaba
2009;11;962;250;250;443;88;531;Tatu�;Sorocaba
2010;9;1001;208;142;209;69;279;Tatu�;Sorocaba
2011;4;737;163;146;233;31;265;Tatu�;Sorocaba
2012;5;699;153;188;258;61;320;Tatu�;Sorocaba
2013;3;820;160;176;222;58;281;Tatu�;Sorocaba
2014;9;809;239;212;279;46;325;Tatu�;Sorocaba
2015;5;795;160;141;167;43;210;Tatu�;Sorocaba
2016;1;787;216;147;172;44;216;Tatu�;Sorocaba
2017;6;822;189;170;209;35;245;Tatu�;Sorocaba
2018;6;818;137;162;197;31;228;Tatu�;Sorocaba
2019;3;637;88;135;158;26;185;Tatu�;Sorocaba
2020;6;434;50;81;85;24;110;Tatu�;Sorocaba
1999;17;667;228;89;0;0;0;Votorantim;Sorocaba
2000;12;590;183;103;0;0;0;Votorantim;Sorocaba
2001;10;895;189;140;531;107;638;Votorantim;Sorocaba
2002;20;832;190;133;496;68;565;Votorantim;Sorocaba
2003;22;1056;183;132;432;91;524;Votorantim;Sorocaba
2004;20;763;191;139;442;73;515;Votorantim;Sorocaba
2005;18;977;187;141;402;83;486;Votorantim;Sorocaba
2006;10;1078;150;127;285;122;407;Votorantim;Sorocaba
2007;13;971;146;118;309;39;348;Votorantim;Sorocaba
2008;8;1017;163;108;247;48;296;Votorantim;Sorocaba
2009;16;826;190;155;275;121;396;Votorantim;Sorocaba
2010;5;887;214;147;326;26;352;Votorantim;Sorocaba
2011;6;904;240;85;141;48;189;Votorantim;Sorocaba
2012;14;863;283;123;196;62;259;Votorantim;Sorocaba
2013;8;777;231;198;314;81;396;Votorantim;Sorocaba
2014;5;737;224;185;255;95;350;Votorantim;Sorocaba
2015;6;668;176;187;295;47;343;Votorantim;Sorocaba
2016;11;743;170;193;266;79;345;Votorantim;Sorocaba
2017;9;820;187;138;191;52;244;Votorantim;Sorocaba
2018;10;672;127;127;181;37;219;Votorantim;Sorocaba
2019;3;598;108;111;141;43;184;Votorantim;Sorocaba
2020;3;516;102;87;115;25;140;Votorantim;Sorocaba
1999;6;707;136;52;0;0;0;Presidente Prudente;Presidente Prudente
2000;11;1101;152;53;0;0;0;Presidente Prudente;Presidente Prudente
2001;8;1882;212;66;163;26;190;Presidente Prudente;Presidente Prudente
2002;10;1615;159;64;152;25;178;Presidente Prudente;Presidente Prudente
2003;18;1733;183;43;102;13;116;Presidente Prudente;Presidente Prudente
2004;13;1863;257;63;153;10;164;Presidente Prudente;Presidente Prudente
2005;14;1758;331;75;150;33;184;Presidente Prudente;Presidente Prudente
2006;6;1748;212;57;123;10;134;Presidente Prudente;Presidente Prudente
2007;7;1690;184;48;97;7;105;Presidente Prudente;Presidente Prudente
2008;7;1666;193;60;112;8;121;Presidente Prudente;Presidente Prudente
2009;5;1523;218;104;173;23;196;Presidente Prudente;Presidente Prudente
2010;8;1297;161;114;194;5;200;Presidente Prudente;Presidente Prudente
2011;5;1395;181;93;139;14;153;Presidente Prudente;Presidente Prudente
2012;9;1266;150;87;130;4;135;Presidente Prudente;Presidente Prudente
2013;11;1206;185;111;159;4;163;Presidente Prudente;Presidente Prudente
2014;5;1077;141;99;134;5;140;Presidente Prudente;Presidente Prudente
2015;4;1138;140;100;134;2;137;Presidente Prudente;Presidente Prudente
2016;6;1234;133;128;168;3;171;Presidente Prudente;Presidente Prudente
2017;5;1220;106;153;197;3;200;Presidente Prudente;Presidente Prudente
2018;6;1094;90;118;148;3;152;Presidente Prudente;Presidente Prudente
2019;3;998;66;72;87;4;91;Presidente Prudente;Presidente Prudente
2020;4;693;36;39;46;3;49;Presidente Prudente;Presidente Prudente
1999;13;1550;438;657;0;0;0;Americana;Piracicaba
2000;11;1441;470;716;0;0;0;Americana;Piracicaba
2001;12;1252;476;671;1303;432;1735;Americana;Piracicaba
2002;5;2039;544;580;1159;261;1420;Americana;Piracicaba
2003;5;1618;591;568;1084;246;1330;Americana;Piracicaba
2004;8;1692;433;602;1155;179;1334;Americana;Piracicaba
2005;5;1504;477;719;1313;202;1515;Americana;Piracicaba
2006;7;1452;371;737;1306;162;1468;Americana;Piracicaba
2007;4;1516;433;673;1116;141;1258;Americana;Piracicaba
2008;4;1279;435;515;757;152;909;Americana;Piracicaba
2009;6;1267;530;564;816;141;958;Americana;Piracicaba
2010;4;1093;447;647;904;143;1048;Americana;Piracicaba
2011;6;1209;399;722;989;133;1122;Americana;Piracicaba
2012;6;1133;355;594;755;117;873;Americana;Piracicaba
2013;5;1175;335;574;686;118;805;Americana;Piracicaba
2014;4;1205;324;622;705;140;845;Americana;Piracicaba
2015;3;1121;265;613;724;97;821;Americana;Piracicaba
2016;4;1217;433;615;734;80;814;Americana;Piracicaba
2017;7;1320;322;591;702;70;772;Americana;Piracicaba
2018;3;1080;283;577;679;68;748;Americana;Piracicaba
2019;3;1068;258;484;545;68;614;Americana;Piracicaba
2020;4;633;159;384;450;34;484;Americana;Piracicaba
1999;5;1207;220;359;0;0;0;Araras;Piracicaba
2000;12;1280;228;428;0;0;0;Araras;Piracicaba
2001;10;1172;155;314;692;168;860;Araras;Piracicaba
2002;9;1546;224;379;833;150;983;Araras;Piracicaba
2003;10;1554;395;364;708;200;909;Araras;Piracicaba
2004;16;1785;317;369;655;222;878;Araras;Piracicaba
2005;9;1664;344;355;547;261;808;Araras;Piracicaba
2006;8;1518;322;343;554;184;739;Araras;Piracicaba
2007;5;1525;327;344;561;132;693;Araras;Piracicaba
2008;5;1233;268;312;521;63;585;Araras;Piracicaba
2009;6;1262;322;443;691;93;784;Araras;Piracicaba
2010;5;943;276;360;519;81;600;Araras;Piracicaba
2011;10;1046;279;322;463;44;508;Araras;Piracicaba
2012;11;1005;281;373;471;89;560;Araras;Piracicaba
2013;10;883;250;415;533;63;596;Araras;Piracicaba
2014;3;907;217;423;505;82;588;Araras;Piracicaba
2015;5;859;219;334;379;74;454;Araras;Piracicaba
2016;10;1008;239;310;376;38;414;Araras;Piracicaba
2017;7;1096;210;298;334;59;394;Araras;Piracicaba
2018;3;1066;207;317;335;76;411;Araras;Piracicaba
2019;5;915;156;279;313;41;354;Araras;Piracicaba
2020;12;686;142;221;237;39;277;Araras;Piracicaba
1999;58;564;1565;530;0;0;0;Hortol�ndia;Piracicaba
2000;47;502;843;601;0;0;0;Hortol�ndia;Piracicaba
2001;57;811;861;399;826;1735;2562;Hortol�ndia;Piracicaba
2002;59;811;858;410;742;1684;2427;Hortol�ndia;Piracicaba
2003;58;796;1004;297;635;974;1610;Hortol�ndia;Piracicaba
2004;46;872;739;317;788;782;1571;Hortol�ndia;Piracicaba
2005;42;754;597;351;871;709;1580;Hortol�ndia;Piracicaba
2006;26;703;548;450;1110;752;1862;Hortol�ndia;Piracicaba
2007;21;664;521;584;1064;1146;2211;Hortol�ndia;Piracicaba
2008;16;580;393;442;675;890;1566;Hortol�ndia;Piracicaba
2009;18;653;610;488;530;1112;1643;Hortol�ndia;Piracicaba
2010;14;660;503;463;481;969;1450;Hortol�ndia;Piracicaba
2011;17;688;571;552;648;938;1587;Hortol�ndia;Piracicaba
2012;16;748;645;687;682;1161;1843;Hortol�ndia;Piracicaba
2013;16;696;746;729;699;1142;1841;Hortol�ndia;Piracicaba
2014;20;725;793;586;609;763;1372;Hortol�ndia;Piracicaba
2015;12;763;665;426;479;458;937;Hortol�ndia;Piracicaba
2016;11;797;787;460;532;435;967;Hortol�ndia;Piracicaba
2017;12;727;612;386;423;359;782;Hortol�ndia;Piracicaba
2018;9;653;495;435;492;359;851;Hortol�ndia;Piracicaba
2019;5;678;496;382;383;321;705;Hortol�ndia;Piracicaba
2020;10;485;250;269;294;198;493;Hortol�ndia;Piracicaba
1999;12;1256;333;266;0;0;0;Limeira;Piracicaba
2000;13;1365;394;299;0;0;0;Limeira;Piracicaba
2001;13;1298;417;306;713;223;936;Limeira;Piracicaba
2002;15;1165;426;337;819;151;971;Limeira;Piracicaba
2003;15;1680;528;311;618;234;852;Limeira;Piracicaba
2004;11;1528;407;318;582;250;833;Limeira;Piracicaba
2005;11;1312;432;377;684;245;929;Limeira;Piracicaba
2006;8;1230;421;331;591;176;767;Limeira;Piracicaba
2007;2;1215;343;366;653;138;791;Limeira;Piracicaba
2008;4;1003;348;376;650;108;758;Limeira;Piracicaba
2009;3;1221;444;502;756;201;958;Limeira;Piracicaba
2010;6;1256;416;511;731;186;918;Limeira;Piracicaba
2011;5;1313;432;562;711;238;949;Limeira;Piracicaba
2012;6;1162;442;672;753;321;1075;Limeira;Piracicaba
2013;8;1243;527;845;955;333;1288;Limeira;Piracicaba
2014;4;1126;469;694;734;285;1020;Limeira;Piracicaba
2015;4;1038;446;470;521;154;675;Limeira;Piracicaba
2016;4;1075;482;489;569;122;691;Limeira;Piracicaba
2017;4;1085;378;480;570;95;666;Limeira;Piracicaba
2018;2;1047;298;322;398;43;442;Limeira;Piracicaba
2019;4;964;298;323;360;69;429;Limeira;Piracicaba
2020;3;791;201;233;260;46;307;Limeira;Piracicaba
1999;21;1460;362;242;0;0;0;Piracicaba;Piracicaba
2000;14;1622;301;292;0;0;0;Piracicaba;Piracicaba
2001;12;1558;350;318;630;204;835;Piracicaba;Piracicaba
2002;16;1655;314;375;727;220;947;Piracicaba;Piracicaba
2003;17;1897;361;373;734;174;909;Piracicaba;Piracicaba
2004;14;1829;460;508;972;208;1181;Piracicaba;Piracicaba
2005;12;1799;449;531;931;241;1172;Piracicaba;Piracicaba
2006;9;1601;484;507;793;262;1056;Piracicaba;Piracicaba
2007;9;1573;398;497;771;190;962;Piracicaba;Piracicaba
2008;6;1303;416;490;664;223;888;Piracicaba;Piracicaba
2009;4;1486;666;475;595;227;822;Piracicaba;Piracicaba
2010;10;1420;524;443;512;212;724;Piracicaba;Piracicaba
2011;11;1431;531;527;583;232;815;Piracicaba;Piracicaba
2012;12;1325;459;706;715;321;1036;Piracicaba;Piracicaba
2013;13;1245;445;564;553;235;789;Piracicaba;Piracicaba
2014;9;1144;486;613;560;270;831;Piracicaba;Piracicaba
2015;8;1086;427;567;550;203;754;Piracicaba;Piracicaba
2016;7;1139;369;464;449;159;609;Piracicaba;Piracicaba
2017;4;1044;329;445;463;111;575;Piracicaba;Piracicaba
2018;6;962;255;328;327;90;417;Piracicaba;Piracicaba
2019;6;873;203;242;243;55;299;Piracicaba;Piracicaba
2020;4;654;143;129;115;42;158;Piracicaba;Piracicaba
1999;10;1333;463;347;0;0;0;Rio Claro;Piracicaba
2000;17;1440;438;324;0;0;0;Rio Claro;Piracicaba
2001;21;1469;376;400;786;189;975;Rio Claro;Piracicaba
2002;36;1393;432;350;648;160;808;Rio Claro;Piracicaba
2003;27;1827;490;431;786;168;954;Rio Claro;Piracicaba
2004;29;1605;476;473;797;202;1000;Rio Claro;Piracicaba
2005;13;1520;519;420;708;140;848;Rio Claro;Piracicaba
2006;11;1581;570;417;585;214;799;Rio Claro;Piracicaba
2007;6;1378;532;449;643;163;807;Rio Claro;Piracicaba
2008;7;1235;508;469;685;107;792;Rio Claro;Piracicaba
2009;11;1403;705;480;594;176;771;Rio Claro;Piracicaba
2010;9;1159;649;473;500;223;724;Rio Claro;Piracicaba
2011;22;1335;589;686;749;246;995;Rio Claro;Piracicaba
2012;14;1325;580;551;550;209;760;Rio Claro;Piracicaba
2013;24;1316;784;635;584;258;842;Rio Claro;Piracicaba
2014;19;1249;586;643;636;187;823;Rio Claro;Piracicaba
2015;8;1286;606;522;462;189;651;Rio Claro;Piracicaba
2016;14;1296;675;583;464;248;713;Rio Claro;Piracicaba
2017;10;1257;446;407;309;179;489;Rio Claro;Piracicaba
2018;11;1128;370;366;246;187;433;Rio Claro;Piracicaba
2019;6;930;274;294;248;90;339;Rio Claro;Piracicaba
2020;10;688;274;225;150;106;257;Rio Claro;Piracicaba
1999;11;979;461;256;0;0;0;Santa B�rbara d'Oeste;Piracicaba
2000;13;889;495;302;0;0;0;Santa B�rbara d'Oeste;Piracicaba
2001;11;964;427;242;476;269;745;Santa B�rbara d'Oeste;Piracicaba
2002;21;919;409;190;394;153;548;Santa B�rbara d'Oeste;Piracicaba
2003;15;1233;419;223;462;144;606;Santa B�rbara d'Oeste;Piracicaba
2004;12;1112;341;219;414;141;555;Santa B�rbara d'Oeste;Piracicaba
2005;16;1044;317;233;441;115;557;Santa B�rbara d'Oeste;Piracicaba
2006;10;1066;276;192;329;100;429;Santa B�rbara d'Oeste;Piracicaba
2007;5;787;294;231;395;79;475;Santa B�rbara d'Oeste;Piracicaba
2008;6;800;278;310;513;89;602;Santa B�rbara d'Oeste;Piracicaba
2009;10;845;361;282;451;70;521;Santa B�rbara d'Oeste;Piracicaba
2010;10;917;377;386;572;102;675;Santa B�rbara d'Oeste;Piracicaba
2011;9;893;395;515;730;107;838;Santa B�rbara d'Oeste;Piracicaba
2012;6;1040;424;473;585;148;734;Santa B�rbara d'Oeste;Piracicaba
2013;12;1007;336;352;424;98;523;Santa B�rbara d'Oeste;Piracicaba
2014;4;912;346;367;394;129;524;Santa B�rbara d'Oeste;Piracicaba
2015;8;895;321;518;590;131;721;Santa B�rbara d'Oeste;Piracicaba
2016;8;878;311;410;482;80;563;Santa B�rbara d'Oeste;Piracicaba
2017;8;837;243;449;553;52;605;Santa B�rbara d'Oeste;Piracicaba
2018;6;809;194;425;495;67;563;Santa B�rbara d'Oeste;Piracicaba
2019;3;748;227;341;389;55;444;Santa B�rbara d'Oeste;Piracicaba
2020;3;559;142;265;300;41;341;Santa B�rbara d'Oeste;Piracicaba
1999;44;774;648;525;0;0;0;Sumar�;Piracicaba
2000;60;678;489;566;0;0;0;Sumar�;Piracicaba
2001;44;636;487;544;937;1380;2317;Sumar�;Piracicaba
2002;46;778;516;462;759;1070;1830;Sumar�;Piracicaba
2003;45;962;528;438;804;824;1628;Sumar�;Piracicaba
2004;46;964;517;514;1008;782;1791;Sumar�;Piracicaba
2005;23;897;459;457;842;626;1469;Sumar�;Piracicaba
2006;14;905;514;467;925;462;1388;Sumar�;Piracicaba
2007;17;930;517;514;737;658;1396;Sumar�;Piracicaba
2008;14;761;389;478;716;486;1202;Sumar�;Piracicaba
2009;18;926;591;537;717;564;1282;Sumar�;Piracicaba
2010;18;1006;641;500;535;590;1126;Sumar�;Piracicaba
2011;15;859;572;694;749;716;1466;Sumar�;Piracicaba
2012;15;908;588;662;619;710;1330;Sumar�;Piracicaba
2013;12;915;620;714;623;749;1372;Sumar�;Piracicaba
2014;15;924;719;607;568;548;1116;Sumar�;Piracicaba
2015;12;969;730;524;545;392;938;Sumar�;Piracicaba
2016;16;979;768;457;489;311;801;Sumar�;Piracicaba
2017;11;772;577;341;342;243;586;Sumar�;Piracicaba
2018;9;782;488;333;357;203;560;Sumar�;Piracicaba
2019;6;761;355;296;316;165;481;Sumar�;Piracicaba
2020;9;529;260;207;188;137;325;Sumar�;Piracicaba
1999;23;1111;390;317;0;0;0;Ara�atuba;Ara�atuba
2000;14;2302;425;216;0;0;0;Ara�atuba;Ara�atuba
2001;22;2604;349;207;417;97;514;Ara�atuba;Ara�atuba
2002;18;2867;431;199;423;49;473;Ara�atuba;Ara�atuba
2003;19;3335;320;199;429;22;451;Ara�atuba;Ara�atuba
2004;27;3279;279;149;293;27;320;Ara�atuba;Ara�atuba
2005;27;2677;383;158;292;33;326;Ara�atuba;Ara�atuba
2006;24;2280;287;113;184;36;220;Ara�atuba;Ara�atuba
2007;8;2063;415;107;155;38;193;Ara�atuba;Ara�atuba
2008;8;1665;399;103;130;43;173;Ara�atuba;Ara�atuba
2009;7;1964;511;181;227;57;285;Ara�atuba;Ara�atuba
2010;14;1703;459;148;171;47;218;Ara�atuba;Ara�atuba
2011;8;1467;403;162;181;42;224;Ara�atuba;Ara�atuba
2012;9;1398;349;140;168;14;183;Ara�atuba;Ara�atuba
2013;12;1638;276;148;169;15;185;Ara�atuba;Ara�atuba
2014;16;1444;285;177;196;17;214;Ara�atuba;Ara�atuba
2015;17;1408;381;144;158;10;168;Ara�atuba;Ara�atuba
2016;20;1468;300;121;125;13;139;Ara�atuba;Ara�atuba
2017;10;1463;210;118;120;12;132;Ara�atuba;Ara�atuba
2018;12;1200;184;115;115;12;127;Ara�atuba;Ara�atuba
2019;12;1175;161;101;93;17;110;Ara�atuba;Ara�atuba
2020;15;1086;117;73;70;10;80;Ara�atuba;Ara�atuba
1999;15;1111;186;208;0;0;0;Birigui;Ara�atuba
2000;15;1306;195;172;0;0;0;Birigui;Ara�atuba
2001;25;1951;366;233;540;97;637;Birigui;Ara�atuba
2002;25;1872;397;219;463;100;563;Birigui;Ara�atuba
2003;15;2371;298;128;280;34;315;Birigui;Ara�atuba
2004;24;1919;299;137;268;50;319;Birigui;Ara�atuba
2005;27;1868;392;224;380;115;495;Birigui;Ara�atuba
2006;23;2014;285;151;215;98;314;Birigui;Ara�atuba
2007;14;1908;354;167;251;72;323;Birigui;Ara�atuba
2008;11;1411;376;179;226;97;323;Birigui;Ara�atuba
2009;4;1607;427;250;309;117;427;Birigui;Ara�atuba
2010;7;1351;430;231;292;78;370;Birigui;Ara�atuba
2011;9;1106;323;241;261;100;362;Birigui;Ara�atuba
2012;7;1167;283;178;208;44;253;Birigui;Ara�atuba
2013;3;1063;286;160;196;20;216;Birigui;Ara�atuba
2014;7;1044;286;113;132;15;148;Birigui;Ara�atuba
2015;9;989;333;217;251;24;275;Birigui;Ara�atuba
2016;8;1198;216;150;170;15;186;Birigui;Ara�atuba
2017;8;1274;187;124;137;14;152;Birigui;Ara�atuba
2018;5;1313;161;118;137;6;143;Birigui;Ara�atuba
2019;4;1181;161;125;133;15;148;Birigui;Ara�atuba
2020;13;986;109;147;163;9;172;Birigui;Ara�atuba
